./dataset/images/000000894.png,“Lets all laugh at Carlton”<br>Oh, wait 😆;LOVE YOU PORT💙💛💙💛;“Thank you Port” all Carlton fans say in unison;Gotta love the 4 posts from afl about this game but the +10 about the Carlton game lmao;how many blues fans were going for port 👉;Wonder if Serong knew he was playing to make the finals.;My blues are the luckiest team in the comp cant wait to get flogged next week;Keep crying Australia up the blues 💙;I just fell to my knees at coles;U WERE ALL LAUGHING AT US! <a class="x1i10hfl xjbqb8w x1ejq31n xd10rxx x1sy0etr x17r0tee x972fbf xcfux6l x1qhh985 xm0m39n x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz  _aa9_ _a6hd" href="/explore/tags/flagblues/" role="link" tabindex="0">#flagblues</a>;Freo should change their slogan from <a class="x1i10hfl xjbqb8w x1ejq31n xd10rxx x1sy0etr x17r0tee x972fbf xcfux6l x1qhh985 xm0m39n x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz  _aa9_ _a6hd" href="/explore/tags/foreverfreo/" role="link" tabindex="0">#ForeverFreo</a> to <a class="x1i10hfl xjbqb8w x1ejq31n xd10rxx x1sy0etr x17r0tee x972fbf xcfux6l x1qhh985 xm0m39n x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz  _aa9_ _a6hd" href="/explore/tags/purplereign/" role="link" tabindex="0">#PurpleReign</a><br><br>Why?<br><br>Because I think 2025 is the year the Fremantle Dockers will be extra motivated to go much better than this season and they will take the competition by storm and finish in the Top 4. I’m pleased to announce that I’ll be renewing my membership for a 20th year so I can be part of a very exciting chapter in the history of the Fremantle Football Club. <br><br>Win, Lose or Tie, I’m Freo till I die! 💜🤍⚓️;port had one job to let freo win and failed miserably;Freo lose, Australia lose;30 year anniversary for Freo not winning a grand final!;Freo deserved it more then carlton;don’t want to see any carlton stories;\
# REST OF DATASET REDACTED #
